link_id,start_id,end_id,distance,rt_struct,route_type,direction,width,vtcl_slope,lev_diff,tfc_signal,tfc_s_type,brail_tile,elevator,roof,start_lat,start_lon,end_lat,end_lon,wkt
00001B000000000309CD7FA65E677FC2,00001B000000000309CD7F265E67FFC1,00001B000000000309CD7FA65E677FC1,4.6,1,1,1,4,1,1,1,1,2,1,1,35.69062691,139.6964185,35.69066382,139.6963945,"LINESTRING(139.696418505 35.690626909, 139.696394544 35.690663822)"
00001B000000000309CD7F265E647FC1,00001B000000000309CD7EA65E647FC1,00001B000000000309CD7FA65E64FFC1,5.1,1,1,1,4,1,1,1,1,2,1,1,35.69060397,139.6962273,35.69064577,139.6962513,"LINESTRING(139.696227333 35.690603971, 139.696251328 35.690645772)"
00001B000000000309CD7AA65E87FFC1,00001B000000000309CD7A265E87FFC1,00001B000000000309CD7B265E887FC1,7.7,1,1,1,4,1,1,1,1,2,1,1,35.69033765,139.6981995,35.69040177,139.6982327,"LINESTRING(139.698199454 35.690337654, 139.698232684 35.690401773)"
00001B000000000309CD79A65E87FFC1,00001B000000000309CD7A265E87FFC1,00001B000000000309CD79265E87FFC1,6.5,1,1,1,4,1,1,1,1,2,1,1,35.69033765,139.6981995,35.69027934,139.6982051,"LINESTRING(139.698199454 35.690337654, 139.698205071 35.690279338)"
00001B000000000309CDBC265E977FC1,00001B000000000309CDBE265E96FFC1,00001B000000000309CDBA265E987FC1,26.6,1,1,1,4,1,1,1,1,2,1,1,35.69412469,139.6990327,35.69389714,139.6991256,"LINESTRING(139.699032709 35.694124694, 139.699125568 35.693897142)"
00001B000000000309CDBE265E977FC1,00001B000000000309CDBE265E96FFC1,00001B000000000309CDBE265E97FFC1,4.9,1,1,1,4,1,1,1,1,2,1,1,35.69412469,139.6990327,35.69413782,139.6990843,"LINESTRING(139.699032709 35.694124694, 139.699084268 35.694137822)"
00001B000000000309CD95265ED57FC2,00001B000000000309CD95265ED07FC1,00001B000000000309CD94A65ED57FC1,10.8,1,1,1,4,1,1,1,1,2,1,1,35.6918593,139.7024686,35.69181405,139.7025744,"LINESTRING(139.70246863 35.691859298, 139.702574419 35.691814046)"
00001B000000000309CD95A65ED07FC2,00001B000000000309CD95A65ED07FC1,00001B000000000309CD95265ED07FC1,1.7,1,1,1,4,1,1,1,1,2,1,1,35.69186622,139.7024524,35.6918593,139.7024686,"LINESTRING(139.702452445 35.691866221, 139.70246863 35.691859298)"
00001B000000000309CDE9A65E167FC1,00001B000000000309CDE7A65E157FC1,00001B000000000309CDEC265E17FFC1,28.1,1,1,1,4,2,1,1,1,1,1,1,35.69644181,139.6918436,35.69666917,139.6919811,"LINESTRING(139.691843561 35.696441806, 139.691981052 35.696669173)"
00001B000000000309CDEBA65E21FFC1,00001B000000000309CDEC265E207FC1,00001B000000000309CDEB265E237FC1,18.1,1,1,1,2,2,1,1,1,1,1,1,35.69667735,139.6924488,35.69662566,139.6926384,"LINESTRING(139.692448816 35.696677353, 139.692638354 35.696625655)"
00001B000000000309CDE3A65E11FFC1,00001B000000000309CDE2A65E117FC1,00001B000000000309CDE4265E11FFC1,8.6,4,1,1,4,1,1,1,1,1,1,1,35.69616124,139.6916271,35.6962338,139.6916614,"LINESTRING(139.69162708 35.696161243, 139.691661393 35.696233796)"
00001B000000000309CDEAA65E247FC1,00001B000000000309CDEAA65E24FFC1,00001B000000000309CDEB265E23FFC1,5.4,4,1,1,2,1,1,1,1,1,1,1,35.69659928,139.6927002,35.69662167,139.6926477,"LINESTRING(139.692700237 35.696599277, 139.692647708 35.696621668)"
00001B000000000309CDDD265E08FFC1,00001B000000000309CDDCA65E087FC1,00001B000000000309CDDDA65E097FC1,7.5,4,1,1,3,1,1,1,1,1,1,1,35.69582402,139.6911176,35.69587428,139.6911735,"LINESTRING(139.691117614 35.695824018, 139.691173548 35.69587428)"
00001B000000000309CD65265E34FFC1,00001B000000000309CD65A65E35FFC1,00001B000000000309CD65265E347FC1,8.6,7,1,1,3,1,1,1,1,1,1,1,35.68919922,139.693654,35.68918524,139.6935601,"LINESTRING(139.693653988 35.689199221, 139.693560149 35.689185236)"
00001B000000000309CD65A65E33FFC1,00001B000000000309CD65265E347FC1,00001B000000000309CD66265E33FFC1,5,7,6,1,3,3,2,1,1,1,1,1,35.68918524,139.6935601,35.68922958,139.6935495,"LINESTRING(139.693560149 35.689185236, 139.693549547 35.689229583)"
00001B000000000309CD66265E33FFC2,00001B000000000309CD66265E33FFC1,00001B000000000309CD66265E337FC1,3.9,7,6,1,3,3,2,1,1,1,1,1,35.68922958,139.6935495,35.68922381,139.6935075,"LINESTRING(139.693549547 35.689229583, 139.693507461 35.68922381)"
00001B000000000309CD84265E15FFC2,00001B000000000309CD84265E0EFFC1,00001B000000000309CD84265E157FC1,2.5,1,1,1,4,1,1,1,1,1,1,1,35.69090034,139.6918805,35.69089617,139.6918538,"LINESTRING(139.691880466 35.690900343, 139.691853829 35.69089617)"
00001B000000000309CD85A65E2E7FC2,00001B000000000309CD85A65E127FC1,00001B000000000309CD85A65E2E7FC1,2.8,1,1,1,2,1,1,1,1,1,1,1,35.6909936,139.6932565,35.69098949,139.6932265,"LINESTRING(139.693256529 35.690993603, 139.693226471 35.690989492)"
00001B000000000309CD80A65EC17FC1,00001B000000000309CD81265EC17FC1,00001B000000000309CD80265EC17FC3,10.2,1,1,1,4,1,1,1,1,2,1,1,35.69073971,139.7016595,35.6906713,139.7015849,"LINESTRING(139.70165951 35.690739713, 139.701584872 35.690671303)"
00001B000000000309CD94265E9CFFC1,00001B000000000309CD92A65E9C7FC1,00001B000000000309CD96265E9D7FC1,23.3,1,1,1,4,1,1,1,1,2,1,1,35.69169681,139.6993537,35.69190283,139.6994029,"LINESTRING(139.69935373 35.691696814, 139.699402891 35.691902833)"
00001B000000000309CD90A65E9BFFC1,00001B000000000309CD8EA65E9B7FC1,00001B000000000309CD92A65E9C7FC1,24.8,1,1,1,4,1,1,1,1,2,1,1,35.69147719,139.6993013,35.69169681,139.6993537,"LINESTRING(139.699301324 35.691477192, 139.69935373 35.691696814)"
00001B000000000309CD83265E33FFC1,00001B000000000309CD82A65E31FFC1,00001B000000000309CD83A65E367FC1,22.3,1,1,1,4,1,1,1,1,2,1,1,35.69083091,139.6934316,35.69086845,139.6936742,"LINESTRING(139.693431641 35.690830913, 139.693674228 35.690868448)"
00001B000000000309CD73265E1EFFC1,00001B000000000309CD6D265E207FC1,00001B000000000309CD78A65E1D7FC1,75,1,1,1,4,1,1,1,1,2,1,1,35.68961354,139.6924597,35.69027706,139.6922993,"LINESTRING(139.692459735 35.689613542, 139.692299281 35.690277057)"
00001B000000000309CDCBA65E8E7FC2,00001B000000000309CDCBA65DE27FC1,00001B000000000309CDCC265E8EFFC1,2.7,1,1,1,4,3,1,1,1,1,1,1,35.69488288,139.6985569,35.69489008,139.6985859,"LINESTRING(139.698556939 35.694882875, 139.69858589 35.694890077)"
00001B000000000309CDCBA65E8E7FC3,00001B000000000309CDCB265E8E7FC1,00001B000000000309CDCBA65DE27FC1,2.8,1,1,1,4,2,1,1,1,1,1,1,35.6948583,139.6985645,35.69488288,139.6985569,"LINESTRING(139.698564513 35.694858297, 139.698556939 35.694882875)"
00001B000000000309CDB9A65E987FC1,00001B000000000309CDBA265E987FC1,00001B000000000309CDB9265E98FFC1,4.9,1,1,1,4,3,1,1,1,2,1,1,35.69389714,139.6991256,35.69385499,139.6991428,"LINESTRING(139.699125568 35.693897142, 139.69914277 35.693854988)"
00001B000000000309CDB9265E95FFC2,00001B000000000309CDB9265E957FC1,00001B000000000309CDB9265E95FFC1,2.5,1,1,1,4,3,1,1,1,2,1,1,35.69384365,139.6989662,35.69384542,139.6989936,"LINESTRING(139.69896615 35.693843654, 139.698993644 35.693845418)"
00001B000000000309CDCBA65E97FFC3,00001B000000000309CDCBA65E97FFC2,00001B000000000309CDCBA65E97FFC1,2,1,1,1,2,3,1,1,1,1,1,1,35.69486517,139.6991036,35.69488193,139.699097,"LINESTRING(139.699103574 35.694865167, 139.699096996 35.694881929)"
00001B000000000309CDCD265E977FC3,00001B000000000309CDCD265E977FC2,00001B000000000309CDCD265E977FC1,2.5,1,1,1,2,2,1,1,1,1,1,1,35.69494586,139.6990829,35.69496762,139.6990781,"LINESTRING(139.699082887 35.694945855, 139.699078085 35.694967616)"
00001B000000000309CDCD265EA87FC3,00001B000000000309CDCD265EA87FC1,00001B000000000309CDCD265EA87FC2,2.1,1,1,1,4,3,1,1,1,1,1,1,35.69494567,139.7002282,35.69494903,139.7002509,"LINESTRING(139.700228246 35.694945672, 139.700250872 35.694949033)"
00001B000000000309CDC8265EAD7FC4,00001B000000000309CDC8265EAD7FC1,00001B000000000309CDC8265EAD7FC2,2.3,1,1,1,4,3,1,1,1,1,1,1,35.69467523,139.7002986,35.69467997,139.7003233,"LINESTRING(139.700298606 35.69467523, 139.700323251 35.69467997)"
00001B000000000309CDCD265EAD7FC4,00001B000000000309CDCD265EAD7FC1,00001B000000000309CDCD265EAD7FC2,1.8,1,1,1,4,2,1,1,1,1,1,1,35.69496083,139.7003303,35.69496381,139.7003503,"LINESTRING(139.700330291 35.69496083, 139.700350325 35.694963806)"
00001B000000000309CDC8A65EAD7FC5,00001B000000000309CDC8A65EAD7FC2,00001B000000000309CDC8A65EAD7FC3,2.2,1,1,1,4,2,1,1,1,1,1,1,35.69469566,139.7004048,35.69470029,139.7004289,"LINESTRING(139.700404815 35.694695658, 139.700428917 35.694700293)"
00001B000000000309CDC7A65EAD7FC1,00001B000000000309CDC6A65EAD7FC1,00001B000000000309CDC8A65EAD7FC3,12.4,1,1,1,4,1,1,1,1,1,1,1,35.69459187,139.7004603,35.69470029,139.7004289,"LINESTRING(139.700460314 35.694591865, 139.700428917 35.694700293)"
00001B000000000309CDB9265EB77FC7,00001B000000000309CDB9265EB77FC4,00001B000000000309CDB9265EB77FC3,2.1,1,1,1,4,2,1,1,1,2,1,1,35.69383826,139.7009583,35.69384303,139.7009362,"LINESTRING(139.700958331 35.693838264, 139.700936239 35.693843027)"
00001B000000000309CDB8A65EB77FC5,00001B000000000309CDB9265EB77FC3,00001B000000000309CDB8A65EB77FC1,3.1,1,1,1,4,3,1,1,1,2,1,1,35.69384303,139.7009362,35.69381536,139.7009314,"LINESTRING(139.700936239 35.693843027, 139.700931384 35.693815356)"
00001B000000000309CD77A65E05FFC1,00001B000000000309CD77265E05FFC1,00001B000000000309CD78265E05FFC1,7,1,1,1,4,3,1,1,1,2,1,1,35.69017921,139.6909924,35.69024175,139.69098,"LINESTRING(139.690992356 35.690179208, 139.690979982 35.690241748)"
00001B000000000309CD7B265E057FC1,00001B000000000309CD7AA65E057FC1,00001B000000000309CD7BA65E04FFC1,4.8,1,1,1,4,2,1,1,1,2,1,1,35.69038177,139.6909523,35.69042492,139.6909437,"LINESTRING(139.690952277 35.690381767, 139.690943739 35.69042492)"
00001B000000000309CD7BA65E067FC1,00001B000000000309CD7BA65E04FFC1,00001B000000000309CD7C265E07FFC1,14.5,1,1,1,4,1,1,1,1,2,1,1,35.69042492,139.6909437,35.69045178,139.6911002,"LINESTRING(139.690943739 35.69042492, 139.691100163 35.690451782)"
00001B000000000309CD77A65E12FFC1,00001B000000000309CD78265E177FC1,00001B000000000309CD77265E0EFFC2,42,7,1,1,4,1,1,1,1,1,1,1,35.69024555,139.6919476,35.69016729,139.691494,"LINESTRING(139.691947571 35.690245552, 139.691494021 35.690167292)"
00001B000000000309CD76A65E0EFFC2,00001B000000000309CD77265E0EFFC2,00001B000000000309CD76A65E0EFFC1,1.6,7,1,1,4,1,1,1,1,1,1,1,35.69016729,139.691494,35.69015326,139.6914975,"LINESTRING(139.691494021 35.690167292, 139.691497486 35.690153262)"
