0,48,49,4
1,49,50,4
2,34,49,4
3,32,34,4
4,32,33,4
5,28,33,4
6,27,28,4
7,32,35,4
8,35,36,4
9,29,33,4
10,29,30,4
11,31,32,4
12,30,31,4
13,30,169,4
14,169,170,4
15,31,170,4
16,31,169,4
17,30,170,4
18,31,37,4
19,36,37,4
20,37,47,4
21,44,47,4
22,36,44,4
23,46,47,4
24,46,115,4
25,114,115,4
26,111,114,4
27,46,111,4
28,45,46,4
29,44,45,4
30,43,44,4
31,43,45,4
32,42,43,4
33,42,96,4
34,43,96,4
35,43,95,4
36,95,96,4
37,42,95,4
38,38,42,4
39,36,38,4
40,38,39,4
41,26,39,4
42,24,26,4
43,24,25,4
44,25,27,4
45,26,48,4
46,34,48,4
47,39,40,4
48,22,40,4
49,22,23,4
50,19,23,4
51,19,20,4
52,20,21,4
53,21,22,4
54,23,26,4
55,18,24,4
56,7,18,4
57,7,8,4
58,8,17,4
59,17,18,4
60,18,19,4
61,6,7,4
62,6,25,4
63,5,6,4
64,4,5,4
65,3,4,4
66,3,28,4
67,2,3,4
68,1,2,4
69,1,29,4
70,0,1,4
71,0,10,4
72,1,10,4
73,0,174,4
74,170,174,4
75,0,30,4
76,170,171,4
77,171,172,4
78,173,174,4
79,172,174,4
80,173,187,4
81,187,202,4
82,173,175,4
83,0,173,4
84,174,175,4
85,0,175,4
86,175,185,4
87,184,185,4
88,183,186,4
89,183,184,4
90,181,184,4
91,181,182,4
92,182,183,4
93,186,206,4
94,205,206,4
95,202,205,4
96,188,204,4
97,203,204,4
98,202,203,4
99,204,205,4
100,188,206,4
101,188,189,4
102,189,190,4
103,190,191,4
104,191,192,4
105,190,192,4
106,191,193,4
107,193,201,4
108,200,201,4
109,194,200,4
110,193,194,4
111,182,201,4
112,180,181,4
113,177,180,4
114,194,195,4
115,180,195,4
116,195,196,4
117,196,199,4
118,195,197,4
119,178,196,4
120,177,178,4
121,176,177,4
122,176,179,4
123,178,179,4
124,176,178,4
125,177,179,4
126,10,179,4
127,176,185,4
128,11,179,4
129,11,12,4
130,12,13,4
132,5,12,4
133,2,11,4
134,198,210,4
135,210,211,4
136,211,214,4
137,210,214,4
138,199,210,4
139,199,213,4
140,212,213,4
141,212,214,4
142,8,9,4
143,9,16,4
144,16,17,4
145,16,53,4
146,20,53,4
147,52,53,4
148,16,51,4
149,51,52,4
150,84,85,4
151,83,84,4
152,82,83,4
153,76,78,4
154,78,80,4
155,80,81,4
156,79,81,4
157,78,79,4
158,21,79,4
159,20,81,4
160,41,79,4
161,41,86,4
162,86,87,4
163,87,89,4
164,88,89,4
165,86,88,4
166,42,87,4
167,89,95,4
168,88,91,4
169,91,94,4
170,93,94,4
171,93,99,4
172,98,99,4
173,94,98,4
174,94,95,4
175,96,97,4
176,97,98,4
177,98,100,4
178,100,101,4
179,97,101,4
180,101,103,4
181,101,104,4
182,102,104,4
183,102,103,4
184,102,112,4
185,96,112,4
186,100,105,4
187,104,105,4
188,106,168,4
189,105,168,4
190,100,106,4
191,106,107,4
192,107,108,4
193,108,109,4
194,109,110,4
195,110,113,4
196,113,114,4
197,110,111,4
198,108,116,4
199,116,167,4
200,166,167,4
201,116,117,4
202,107,117,4
203,118,119,4
204,119,120,4
205,120,121,4
206,121,122,4
207,119,122,4
208,121,126,4
209,123,126,4
210,123,124,4
211,124,125,4
212,125,126,4
213,120,123,4
214,92,120,4
215,92,93,4
216,90,91,4
217,90,92,4
218,127,128,4
219,75,77,4
220,76,128,4
221,128,129,4
222,129,130,4
223,123,127,4
224,71,75,4
225,71,72,4
226,72,73,4
227,73,74,4
228,69,124,4
229,68,69,4
230,69,70,4
231,70,71,4
232,66,70,4
233,66,67,4
234,67,68,4
235,161,162,4
236,67,161,4
237,161,163,4
238,163,164,4
239,68,131,4
240,133,134,4
241,132,133,4
242,65,132,4
243,64,133,4
244,64,65,4
245,63,64,4
246,57,63,4
247,62,63,4
248,61,62,4
249,57,61,4
250,60,61,4
251,60,137,4
252,136,137,4
253,62,136,4
254,9,15,4
255,15,54,4
256,51,54,4
257,51,85,4
258,134,135,4
259,63,134,4
260,135,136,4
261,136,146,4
262,145,146,4
263,137,145,4
264,137,138,4
265,59,138,4
266,59,60,4
267,58,59,4
268,56,57,4
269,56,58,4
270,55,56,4
271,55,141,4
272,58,141,4
273,58,139,4
274,139,140,4
275,140,144,4
276,138,144,4
277,144,145,4
278,140,143,4
279,143,147,4
280,148,149,4
281,149,150,4
282,150,151,4
283,151,152,4
284,142,152,4
285,152,153,4
286,151,154,4
287,153,154,4
288,154,160,4
289,151,155,4
290,155,156,4
291,159,160,4
292,158,159,4
293,156,158,4
294,156,157,4
295,14,198,4
297,6,13,4
298,111,112,4
299,169,171,4
300,172,173,4
301,175,186,4
302,54,55,4
303,64,85,4
304,68,125,4
305,152,217,4
306,217,218,4
307,218,219,4
308,215,219,4
309,215,216,4
310,216,217,4
311,217,227,4
312,15,227,4
313,15,216,4
314,14,215,4
315,198,219,4
316,141,227,4
317,218,274,4
318,258,274,4
319,257,258,4
320,256,257,4
321,255,256,4
322,214,257,4
323,260,261,4
324,211,260,4
325,258,259,4
326,253,256,4
327,253,254,4
328,252,253,4
329,251,252,4
330,250,251,4
331,249,250,4
332,212,249,4
333,247,249,4
334,244,247,4
335,212,248,4
336,246,251,4
337,245,246,4
