260,135,136,4,"LINESTRING(139.6940575 35.66305646, 139.6944876 35.66268449)"
261,136,146,4,"LINESTRING(139.6944876 35.66268449, 139.6940805 35.66233344)"
262,145,146,4,"LINESTRING(139.6944048 35.66208701, 139.6940805 35.66233344)"
263,137,145,4,"LINESTRING(139.6948902 35.66236134, 139.6944048 35.66208701)"
264,137,138,4,"LINESTRING(139.6948902 35.66236134, 139.6952421 35.66194288)"
265,59,138,4,"LINESTRING(139.6954721 35.66209399, 139.6952421 35.66194288)"
266,59,60,4,"LINESTRING(139.6954721 35.66209399, 139.6950834 35.66248223)"
267,58,59,4,"LINESTRING(139.6959045 35.66158951, 139.6954721 35.66209399)"
268,56,57,4,"LINESTRING(139.6959689 35.66161973, 139.6947315 35.66285885)"
269,56,58,4,"LINESTRING(139.6959689 35.66161973, 139.6959045 35.66158951)"
270,55,56,4,"LINESTRING(139.6960886 35.66149884, 139.6959689 35.66161973)"
271,55,141,4,"LINESTRING(139.6960886 35.66149884, 139.6959436 35.66143374)"
272,58,141,4,"LINESTRING(139.6959045 35.66158951, 139.6959436 35.66143374)"
273,58,139,4,"LINESTRING(139.6959045 35.66158951, 139.6956998 35.66138027)"
274,139,140,4,"LINESTRING(139.6956998 35.66138027, 139.6952145 35.66114082)"
275,140,144,4,"LINESTRING(139.6952145 35.66114082, 139.6947775 35.66166855)"
276,138,144,4,"LINESTRING(139.6952421 35.66194288, 139.6947775 35.66166855)"
277,144,145,4,"LINESTRING(139.6947775 35.66166855, 139.6944048 35.66208701)"
278,140,143,4,"LINESTRING(139.6952145 35.66114082, 139.6946118 35.66081999)"
279,143,147,4,"LINESTRING(139.6946118 35.66081999, 139.6942346 35.66118034)"
280,148,149,4,"LINESTRING(139.6946809 35.66058751, 139.6947131 35.66047592)"
281,149,150,4,"LINESTRING(139.6947131 35.66047592, 139.6948879 35.66038525)"
282,150,151,4,"LINESTRING(139.6948879 35.66038525, 139.6954192 35.66006908)"
283,151,152,4,"LINESTRING(139.6954192 35.66006908, 139.6955434 35.66015742)"
284,142,152,4,"LINESTRING(139.6948212 35.6607642, 139.6955434 35.66015742)"
285,152,153,4,"LINESTRING(139.6955434 35.66015742, 139.6955687 35.65998539)"
286,151,154,4,"LINESTRING(139.6954192 35.66006908, 139.6954445 35.65992262)"
287,153,154,4,"LINESTRING(139.6955687 35.65998539, 139.6954445 35.65992262)"
288,154,160,4,"LINESTRING(139.6954445 35.65992262, 139.6950305 35.65976221)"
289,151,155,4,"LINESTRING(139.6954192 35.66006908, 139.6950305 35.65990402)"
290,155,156,4,"LINESTRING(139.6950305 35.65990402, 139.6949017 35.65983892)"
291,159,160,4,"LINESTRING(139.6942185 35.65923447, 139.6950305 35.65976221)"
292,158,159,4,"LINESTRING(139.6941426 35.65934839, 139.6942185 35.65923447)"
293,156,158,4,"LINESTRING(139.6949017 35.65983892, 139.6941426 35.65934839)"
294,156,157,4,"LINESTRING(139.6949017 35.65983892, 139.6947844 35.66009233)"
295,14,198,4,"LINESTRING(139.6975239 35.66039688, 139.6976573 35.66018532)"
297,6,13,4,"LINESTRING(139.6985635 35.66042245, 139.6983611 35.66007373)"
298,111,112,4,"LINESTRING(139.7006751 35.66236134, 139.7003416 35.66233809)"
299,169,171,4,"LINESTRING(139.7009028 35.66050382, 139.7010983 35.66040385)"
300,172,173,4,"LINESTRING(139.7010385 35.65943208, 139.700682 35.65933909)"
