0,48,49,2
1,49,50,2
2,34,49,2
3,32,34,2
4,32,33,2
5,28,33,2
6,27,28,2
7,32,35,2
8,35,36,2
9,29,33,2
10,29,30,2
11,31,32,2
12,30,31,2
13,30,169,2
14,169,170,2
15,31,170,2
16,31,169,2
17,30,170,2
18,31,37,2
19,36,37,2
20,37,47,2
21,44,47,2
22,36,44,2
23,46,47,2
24,46,115,2
25,114,115,2
26,111,114,2
27,46,111,2
28,45,46,2
29,44,45,2
30,43,44,2
31,43,45,2
32,42,43,2
33,42,96,2
34,43,96,2
35,43,95,2
36,95,96,2
37,42,95,2
38,38,42,2
39,36,38,2
40,38,39,2
41,26,39,2
42,24,26,2
43,24,25,2
44,25,27,2
45,26,48,2
46,34,48,2
47,39,40,2
48,22,40,2
49,22,23,2
50,19,23,2
51,19,20,2
52,20,21,2
53,21,22,2
54,23,26,2
55,18,24,2
56,7,18,2
57,7,8,2
58,8,17,2
59,17,18,2
60,18,19,2
61,6,7,2
62,6,25,2
63,5,6,2
64,4,5,2
65,3,4,2
66,3,28,2
67,2,3,2
68,1,2,2
69,1,29,2
70,0,1,2
71,0,10,2
72,1,10,2
73,0,174,2
74,170,174,2
75,0,30,2
76,170,171,2
77,171,172,2
78,173,174,2
79,172,174,2
80,173,187,2
81,187,202,2
82,173,175,2
83,0,173,2
84,174,175,2
85,0,175,2
86,175,185,2
87,184,185,2
88,183,186,2
89,183,184,2
90,181,184,2
91,181,182,2
92,182,183,2
93,186,206,2
94,205,206,2
95,202,205,2
96,188,204,2
97,203,204,2
98,202,203,2
99,204,205,2
100,188,206,2
101,188,189,2
102,189,190,2
103,190,191,2
104,191,192,2
105,190,192,2
106,191,193,2
107,193,201,2
108,200,201,2
109,194,200,2
110,193,194,2
111,182,201,2
112,180,181,2
113,177,180,2
114,194,195,2
115,180,195,2
116,195,196,2
117,196,199,2
118,195,197,2
119,178,196,2
120,177,178,2
121,176,177,2
122,176,179,2
123,178,179,2
124,176,178,2
125,177,179,2
126,10,179,2
127,176,185,2
128,11,179,2
129,11,12,2
130,12,13,2
132,5,12,2
133,2,11,2
134,198,210,2
135,210,211,2
136,211,214,2
137,210,214,2
138,199,210,2
139,199,213,2
140,212,213,2
141,212,214,2
142,8,9,2
143,9,16,2
144,16,17,2
145,16,53,2
146,20,53,2
147,52,53,2
148,16,51,2
149,51,52,2
150,84,85,2
151,83,84,2
152,82,83,2
153,76,78,2
154,78,80,2
155,80,81,2
156,79,81,2
157,78,79,2
158,21,79,2
159,20,81,2
160,41,79,2
161,41,86,2
162,86,87,2
163,87,89,2
164,88,89,2
165,86,88,2
166,42,87,2
167,89,95,2
168,88,91,2
169,91,94,2
170,93,94,2
171,93,99,2
172,98,99,2
173,94,98,2
174,94,95,2
175,96,97,2
176,97,98,2
177,98,100,2
178,100,101,2
179,97,101,2
180,101,103,2
181,101,104,2
182,102,104,2
183,102,103,2
184,102,112,2
185,96,112,2
186,100,105,2
187,104,105,2
188,106,168,2
189,105,168,2
190,100,106,2
191,106,107,2
192,107,108,2
193,108,109,2
194,109,110,2
195,110,113,2
196,113,114,2
197,110,111,2
198,108,116,2
199,116,167,2
200,166,167,2
201,116,117,2
202,107,117,2
203,118,119,2
204,119,120,2
205,120,121,2
206,121,122,2
207,119,122,2
208,121,126,2
209,123,126,2
210,123,124,2
211,124,125,2
212,125,126,2
213,120,123,2
214,92,120,2
215,92,93,2
216,90,91,2
217,90,92,2
218,127,128,2
219,75,77,2
220,76,128,2
221,128,129,2
222,129,130,2
223,123,127,2
224,71,75,2
225,71,72,2
226,72,73,2
227,73,74,2
228,69,124,2
229,68,69,2
230,69,70,2
231,70,71,2
232,66,70,2
233,66,67,2
234,67,68,2
235,161,162,2
236,67,161,2
237,161,163,2
238,163,164,2
239,68,131,2
240,133,134,2
241,132,133,2
242,65,132,2
243,64,133,2
244,64,65,2
245,63,64,2
246,57,63,2
247,62,63,2
248,61,62,2
249,57,61,2
250,60,61,2
251,60,137,2
252,136,137,2
253,62,136,2
254,9,15,2
255,15,54,2
256,51,54,2
257,51,85,2
258,134,135,2
259,63,134,2
260,135,136,2
261,136,146,2
262,145,146,2
263,137,145,2
264,137,138,2
265,59,138,2
266,59,60,2
267,58,59,2
268,56,57,2
269,56,58,2
270,55,56,2
271,55,141,2
272,58,141,2
273,58,139,2
274,139,140,2
275,140,144,2
276,138,144,2
277,144,145,2
278,140,143,2
279,143,147,2
280,148,149,2
281,149,150,2
282,150,151,2
283,151,152,2
284,142,152,2
285,152,153,2
286,151,154,2
287,153,154,2
288,154,160,2
289,151,155,2
290,155,156,2
291,159,160,2
292,158,159,2
293,156,158,2
294,156,157,2
295,14,198,2
297,6,13,2
298,111,112,2
299,169,171,2
300,172,173,2
301,175,186,2
302,54,55,2
303,64,85,2
304,68,125,2
305,152,217,2
306,217,218,2
307,218,219,2
308,215,219,2
309,215,216,2
310,216,217,2
311,217,227,2
312,15,227,2
313,15,216,2
314,14,215,2
315,198,219,2
316,141,227,2
317,218,274,2
318,258,274,2
319,257,258,2
320,256,257,2
321,255,256,2
322,214,257,2
323,260,261,2
324,211,260,2
325,258,259,2
326,253,256,2
327,253,254,2
328,252,253,2
329,251,252,2
330,250,251,2
331,249,250,2
332,212,249,2
333,247,249,2
334,244,247,2
335,212,248,2
336,246,251,2
337,245,246,2
338,246,247,2
339,244,245,2
340,235,245,2
341,243,244,2
342,242,243,2
343,240,242,2
344,239,240,2
345,238,239,2
346,238,241,2
347,240,241,2
348,235,238,2
349,232,235,2
350,232,233,2
351,233,236,2
352,236,237,2
353,234,237,2
354,233,234,2
355,159,234,2
356,160,232,2
357,235,254,2
358,254,255,2
359,153,255,2
360,154,255,2
361,148,230,2
362,230,231,2
363,142,231,2
364,143,231,2
365,143,229,2
366,229,230,2
367,142,228,2
368,140,228,2
369,141,228,2
370,138,139,2
371,133,265,2
372,265,265,2
373,262,264,2
374,213,262,2
375,197,262,2
376,213,263,2
377,221,223,2
378,13,222,2
379,99,282,2
380,106,282,2
381,107,283,2
382,282,283,2
383,118,283,2
384,284,285,2
385,117,285,2
386,118,284,2
387,119,165,2
388,165,286,2
389,117,286,2
390,166,286,2
391,167,280,2
392,277,280,2
393,277,278,2
394,278,279,2
395,113,279,2
396,114,275,2
397,115,276,2
398,37,224,2
399,224,226,2
400,37,226,2
401,47,226,2
402,225,226,2
403,115,225,2
404,266,267,2
405,265,266,2
406,164,267,2
407,164,270,2
408,164,269,2
409,163,269,2
410,163,268,2
411,162,268,2
412,66,162,2
413,66,273,2
414,65,273,2
415,272,273,2
416,271,272,2
417,65,271,2
418,75,76,2
419,80,82,2
420,66,82,2
421,78,281,2
422,88,281,2
423,127,281,2
424,40,41,2
425,109,277,2
426,131,269,2
427,269,270,2
428,47,225,2
429,153,274,2
430,169,224,2
431,8,14,2
432,14,220,2
433,220,223,2
434,13,223,2
435,198,220,2
436,198,221,2
437,221,222,2
438,178,222,2
439,188,209,2
440,207,208,2
441,208,209,2
